"","revista","categoria","ano","ISSN"
"24506","IEEE DESIGN TEST","A2",2022,"2168-2356"
"24507","IEEE DESIGN TEST","A2",2022,"
2168-2364"
"24508","IEEE JOURNAL OF TRANSLATIONAL ENGINEERING IN HEALTH AND MEDICINE
JTEHM","A2",2022,"2168-2372"
"24509","INTERNATIONAL JOURNAL OF SCHOOL AND EDUCATIONAL PSYCHOLOGY","A2",2022,"2168-3603"
"24510","INTERNATIONAL JOURNAL OF SCHOOL AND EDUCATIONAL PSYCHOLOGY","A2",2022,"
2168-3611"
"24511","THERAPEUTIC INNOVATION REGULATORY SCIENCE","A2",2022,"2168-4790"
"24512","THERAPEUTIC INNOVATION REGULATORY SCIENCE","A2",2022,"
2168-4804"
"24513","RURAL SPECIAL EDUCATION QUARTERLY","A2",2022,"2168-8605"
"24514","RURAL SPECIAL EDUCATION QUARTERLY","A2",2022,"
8756-8705"
"24515","FIRST AMENDMENT STUDIES","A2",2022,"2168-9725"
"24516","FIRST AMENDMENT STUDIES","A2",2022,"
2168-9733"
"24517","JEWISH FILM AND NEW MEDIA","A2",2022,"2169-0324"
"24518","JEWISH FILM AND NEW MEDIA","A2",2022,"
2169-0332"
"24519","INTERNATIONAL JOURNAL OF PHILOSOPHY AND THEOLOGY","A2",2022,"2169-2327"
"24520","INTERNATIONAL JOURNAL OF PHILOSOPHY AND THEOLOGY","A2",2022,"
2169-2335"
"24521","PRODUCTION AND MANUFACTURING RESEARCH","A2",2022,"2169-3277"
"24522","JOURNAL OF NANOFLUIDS","A2",2022,"2169-432X"
"24523","PLASTIC AND RECONSTRUCTIVE SURGERY GLOBAL OPEN","A2",2022,"2169-7574"
"24524","JOURNAL OF GEOPHYSICAL RESEARCH BIOGEOSCIENCES","A2",2022,"2169-8953"
"24525","JOURNAL OF GEOPHYSICAL RESEARCH BIOGEOSCIENCES","A2",2022,"
2169-8961"
"24526","JOURNAL OF GEOPHYSICAL RESEARCH ATMOSPHERES","A2",2022,"2169-897X"
"24527","JOURNAL OF GEOPHYSICAL RESEARCH ATMOSPHERES","A2",2022,"
2169-8996"
"24528","JOURNAL OF GEOPHYSICAL RESEARCH PLANETS","A2",2022,"2169-9097"
"24529","JOURNAL OF GEOPHYSICAL RESEARCH PLANETS","A2",2022,"
2169-9100"
"24530","JOURNAL OF GEOPHYSICAL RESEARCH SPACE PHYSICS","A2",2022,"2169-9380"
"24531","JOURNAL OF GEOPHYSICAL RESEARCH SPACE PHYSICS","A2",2022,"
2169-9402"
"24532","JOURNAL OF INTERNATIONAL AND COMPARATIVE SOCIAL POLICY","A2",2022,"2169-9763"
"24533","JOURNAL OF INTERNATIONAL AND COMPARATIVE SOCIAL POLICY","A2",2022,"
2169-978X"
"24534","JOURNAL FOR NURSES IN PROFESSIONAL DEVELOPMENT","A2",2022,"2169-9798"
"24535","JOURNAL FOR NURSES IN PROFESSIONAL DEVELOPMENT","A2",2022,"
2169-981X"
"24536","FOREST SYSTEMS","A2",2022,"2171-5068"
"24537","FOREST SYSTEMS","A2",2022,"
2171-9845"
"24538","BOLETIN DE LITERATURA ORAL","A2",2022,"2173-0695"
"24539","REVISTA DE INVESTIGACION EN LOGOPEDIA","A2",2022,"2174-5218"
"24540","URBE","A2",2022,"2175-3369"
"24541","BAKHTINIANA","A2",2022,"2176-4573"
"24542","DENTAL PRESS JOURNAL OF ORTHODONTICS","A2",2022,"2176-9451"
"24543","DENTAL PRESS JOURNAL OF ORTHODONTICS","A2",2022,"
2177-6709"
"24544","INTERNATIONAL JOURNAL OF AUTOMOTIVE AND MECHANICAL ENGINEERING","A2",2022,"2180-1606"
"24545","INTERNATIONAL JOURNAL OF AUTOMOTIVE AND MECHANICAL ENGINEERING","A2",2022,"
2229-8649"
"24546","CIDADES","A2",2022,"2182-3030"
"24547","INTERNATIONAL JOURNAL OF INFORMATION SYSTEMS AND PROJECT
MANAGEMENT","A2",2022,"2182-7788"
"24548","INTERNATIONAL JOURNAL OF INFORMATION SYSTEMS AND PROJECT
MANAGEMENT","A2",2022,"
2182-7796"
"24549","SOCIAL INCLUSION","A2",2022,"2183-2803"
"24550","SISAL JOURNAL","A2",2022,"2185-3762"
"24551","SOUTHEAST ASIAN STUDIES","A2",2022,"2186-7275"
"24552","SOUTHEAST ASIAN STUDIES","A2",2022,"
2423-8686"
"24553","IEEJ JOURNAL OF INDUSTRY APPLICATIONS","A2",2022,"2187-1094"
"24554","IEEJ JOURNAL OF INDUSTRY APPLICATIONS","A2",2022,"
2187-1108"
"24555","CALL EJ","A2",2022,"2187-9036"
"24556","HORTICULTURE JOURNAL","A2",2022,"2189-0102"
"24557","HORTICULTURE JOURNAL","A2",2022,"
2189-0110"
"24558","JOURNAL OF PETROLEUM EXPLORATION AND PRODUCTION TECHNOLOGY","A2",2022,"2190-0558"
"24559","JOURNAL OF PETROLEUM EXPLORATION AND PRODUCTION TECHNOLOGY","A2",2022,"
2190-0566"
"24560","DRUG DELIVERY AND TRANSLATIONAL RESEARCH","A2",2022,"2190-393X"
"24561","DRUG DELIVERY AND TRANSLATIONAL RESEARCH","A2",2022,"
2190-3948"
"24562","HISTORY OF GEO AND SPACE SCIENCES","A2",2022,"2190-5010"
"24563","HISTORY OF GEO AND SPACE SCIENCES","A2",2022,"
2190-5029"
"24564","JOURNAL OF CIVIL STRUCTURAL HEALTH MONITORING","A2",2022,"2190-5452"
"24565","JOURNAL OF CIVIL STRUCTURAL HEALTH MONITORING","A2",2022,"
2190-5479"
"24566","APPLIED NANOSCIENCE","A2",2022,"2190-5509"
"24567","APPLIED NANOSCIENCE","A2",2022,"
2190-5517"
"24568","3 BIOTECH","A2",2022,"2190-572X"
"24569","3 BIOTECH","A2",2022,"
2190-5738"
"24570","JOURNAL OF ENVIRONMENTAL STUDIES AND SCIENCES","A2",2022,"2190-6483"
"24571","JOURNAL OF ENVIRONMENTAL STUDIES AND SCIENCES","A2",2022,"
2190-6491"
"24572","BONN ZOOLOGICAL BULLETIN","A2",2022,"2190-7307"
"24573","JOURNAL OF CRYPTOGRAPHIC ENGINEERING","A2",2022,"2190-8508"
"24574","JOURNAL OF CRYPTOGRAPHIC ENGINEERING","A2",2022,"
2190-8516"
"24575","EUROPEAN ACTUARIAL JOURNAL","A2",2022,"2190-9733"
"24576","EUROPEAN ACTUARIAL JOURNAL","A2",2022,"
2190-9741"
"24577","AMB EXPRESS","A2",2022,"2191-0855"
"24578","CHEMISTRYOPEN","A2",2022,"2191-1363"
"24579","HEALTH ECONOMICS REVIEW","A2",2022,"2191-1991"
"24580","MINERAL ECONOMICS","A2",2022,"2191-2203"
"24581","MINERAL ECONOMICS","A2",2022,"
2191-2211"
"24582","ARABIAN JOURNAL FOR SCIENCE AND ENGINEERING","A2",2022,"2191-4281"
"24583","ARABIAN JOURNAL FOR SCIENCE AND ENGINEERING","A2",2022,"
2193-567X"
"24584","JOURNAL OF MANAGEMENT CONTROL","A2",2022,"2191-4761"
"24585","JOURNAL OF MANAGEMENT CONTROL","A2",2022,"
2191-477X"
"24586","LANGUAGE LEARNING IN HIGHER EDUCATION","A2",2022,"2191-611X"
"24587","LANGUAGE LEARNING IN HIGHER EDUCATION","A2",2022,"
2191-6128"
"24588","INTERNATIONAL JOURNAL OF DEVELOPMENTAL SCIENCES","A2",2022,"2191-7485"
"24589","INTERNATIONAL JOURNAL OF DEVELOPMENTAL SCIENCES","A2",2022,"
2192-001X"
"24590","MECHANICAL SCIENCES","A2",2022,"2191-9151"
"24591","MECHANICAL SCIENCES","A2",2022,"
2191-916X"
"24592","EUROPEAN JOURNAL OF SCANDINAVIAN STUDIES","A2",2022,"2191-9399"
"24593","EUROPEAN JOURNAL OF SCANDINAVIAN STUDIES","A2",2022,"
2191-9402"
"24594","GREEN PROCESSING AND SYNTHESIS","A2",2022,"2191-9542"
"24595","GREEN PROCESSING AND SYNTHESIS","A2",2022,"
2191-9550"
"24596","JOURNAL OF CLOUD COMPUTING ADVANCES SYSTEMS AND APPLICATIONS","A2",2022,"2192-113X"
"24597","ECOLOGICAL PROCESSES","A2",2022,"2192-1709"
"24598","NATURAL PRODUCTS AND BIOPROSPECTING","A2",2022,"2192-2195"
"24599","NATURAL PRODUCTS AND BIOPROSPECTING","A2",2022,"
2192-2209"
"24600","INTERNATIONAL JOURNAL OF ENGINEERING PEDAGOGY","A2",2022,"2192-4880"
"24601","JOURNAL OF INNOVATION AND ENTREPRENEURSHIP","A2",2022,"2192-5372"
"24602","NONLINEAR ENGINEERING","A2",2022,"2192-8010"
"24603","NONLINEAR ENGINEERING","A2",2022,"
2192-8029"
"24604","METALLOGRAPHY MICROSTRUCTURE AND ANALYSIS","A2",2022,"2192-9262"
"24605","METALLOGRAPHY MICROSTRUCTURE AND ANALYSIS","A2",2022,"
2192-9270"
"24606","JOURNAL OF ECONOMIC STRUCTURES","A2",2022,"2193-2409"
"24607","JOURNAL OF FOOD MEASUREMENT AND CHARACTERIZATION","A2",2022,"2193-4126"
"24608","JOURNAL OF FOOD MEASUREMENT AND CHARACTERIZATION","A2",2022,"
2193-4134"
"24609","ASIAN JOURNAL OF ORGANIC CHEMISTRY","A2",2022,"2193-5807"
"24610","ASIAN JOURNAL OF ORGANIC CHEMISTRY","A2",2022,"
2193-5815"
"24611","JOURNAL OF NEUROLOGICAL SURGERY PART A CENTRAL EUROPEAN
NEUROSURGERY","A2",2022,"2193-6315"
"24612","JOURNAL OF NEUROLOGICAL SURGERY PART A CENTRAL EUROPEAN
NEUROSURGERY","A2",2022,"
2193-6323"
"24613","JOURNAL OF ORNITHOLOGY","A2",2022,"2193-7192"
"24614","JOURNAL OF ORNITHOLOGY","A2",2022,"
2193-7206"
"24615","IZA JOURNAL OF LABOR POLICY","A2",2022,"2193-9004"
"24616","MATERIALS FOR RENEWABLE AND SUSTAINABLE ENERGY","A2",2022,"2194-1459"
"24617","MATERIALS FOR RENEWABLE AND SUSTAINABLE ENERGY","A2",2022,"
2194-1467"
"24618","ENVIRONMENT SYSTEMS AND DECISIONS","A2",2022,"2194-5403"
"24619","ENVIRONMENT SYSTEMS AND DECISIONS","A2",2022,"
2194-5411"
"24620","MORAL PHILOSOPHY AND POLITICS","A2",2022,"2194-5616"
"24621","MORAL PHILOSOPHY AND POLITICS","A2",2022,"
2194-5624"
"24622","JOURNAL OF MICRO BIO ROBOTICS","A2",2022,"2194-6418"
"24623","JOURNAL OF MICRO BIO ROBOTICS","A2",2022,"
2194-6426"
"24624","UROLITHIASIS","A2",2022,"2194-7228"
"24625","UROLITHIASIS","A2",2022,"
2194-7236"
"24626","JOURNAL OF SENSORS AND SENSOR SYSTEMS","A2",2022,"2194-8771"
"24627","JOURNAL OF SENSORS AND SENSOR SYSTEMS","A2",2022,"
2194-878X"
"24628","JOURNAL OF CONTEMPORARY DRAMA IN ENGLISH","A2",2022,"2195-0156"
"24629","JOURNAL OF CONTEMPORARY DRAMA IN ENGLISH","A2",2022,"
2195-0164"
"24630","EUROPEAN JOURNAL OF FUTURES RESEARCH","A2",2022,"2195-2248"
"24631","EUROPEAN JOURNAL OF FUTURES RESEARCH","A2",2022,"
2195-4194"
"24632","INTERNATIONAL JOURNAL OF DYNAMICS AND CONTROL","A2",2022,"2195-268X"
"24633","INTERNATIONAL JOURNAL OF DYNAMICS AND CONTROL","A2",2022,"
2195-2698"
"24634","INTERNATIONAL JOURNAL OF RECYCLING OF ORGANIC WASTE IN
AGRICULTURE","A2",2022,"2195-3228"
"24635","INTERNATIONAL JOURNAL OF RECYCLING OF ORGANIC WASTE IN
AGRICULTURE","A2",2022,"
2251-7715"
"24636","ANNALES MATHEMATIQUES DU QUEBEC","A2",2022,"2195-4755"
"24637","ANNALES MATHEMATIQUES DU QUEBEC","A2",2022,"
2195-4763"
"24638","REVIEW JOURNAL OF AUTISM AND DEVELOPMENTAL DISORDERS","A2",2022,"2195-7177"
"24639","REVIEW JOURNAL OF AUTISM AND DEVELOPMENTAL DISORDERS","A2",2022,"
2195-7185"
"24640","CURRENT DEVELOPMENTAL DISORDERS REPORTS","A2",2022,"2196-2987"
"24641","CURRENT EPIDEMIOLOGY REPORTS","A2",2022,"2196-2995"
"24642","CURRENT TREATMENT OPTIONS IN PSYCHIATRY","A2",2022,"2196-3061"
"24643","LATIN AMERICAN ECONOMIC REVIEW","A2",2022,"2196-436X"
"24644","LATIN AMERICAN ECONOMIC REVIEW","A2",2022,"
2198-3526"
"24645","COMPUTATIONAL PARTICLE MECHANICS","A2",2022,"2196-4378"
"24646","COMPUTATIONAL PARTICLE MECHANICS","A2",2022,"
2196-4386"
"24647","LASERS IN MANUFACTURING AND MATERIALS PROCESSING","A2",2022,"2196-7229"
"24648","LASERS IN MANUFACTURING AND MATERIALS PROCESSING","A2",2022,"
2196-7237"
"24649","GLOBAL SOCIAL WELFARE","A2",2022,"2196-8799"
"24650","THEORETICAL AND EXPERIMENTAL PLANT PHYSIOLOGY","A2",2022,"2197-0025"
"24651","JOURNAL OF EXPERIMENTAL ORTHOPAEDICS","A2",2022,"2197-1153"
"24652","INJURY EPIDEMIOLOGY","A2",2022,"2197-1714"
"24653","INTERNATIONAL JOURNAL FOR RESEARCH IN VOCATIONAL EDUCATION AND
TRAINING","A2",2022,"2197-8638"
"24654","INTERNATIONAL JOURNAL FOR RESEARCH IN VOCATIONAL EDUCATION AND
TRAINING","A2",2022,"
2197-8646"
"24655","RESEARCH IN THE MATHEMATICAL SCIENCES","A2",2022,"2197-9847"
"24656","RESEARCH IN THE MATHEMATICAL SCIENCES","A2",2022,"
2522-0144"
"24657","JOURNAL OF COMPUTERS IN EDUCATION","A2",2022,"2197-9987"
"24658","JOURNAL OF COMPUTERS IN EDUCATION","A2",2022,"
2197-9995"
"24659","JOURNAL OF BIO AND TRIBO CORROSION","A2",2022,"2198-4220"
"24660","JOURNAL OF BIO AND TRIBO CORROSION","A2",2022,"
2198-4239"
"24661","COMPLEX INTELLIGENT SYSTEMS","A2",2022,"2198-6053"
"24662","COMPLEX INTELLIGENT SYSTEMS","A2",2022,"
2199-4536"
"24663","ADAPTIVE HUMAN BEHAVIOR AND PHYSIOLOGY","A2",2022,"2198-7335"
"24664","ENVIRONMENTAL PROCESSES","A2",2022,"2198-7491"
"24665","ENVIRONMENTAL PROCESSES","A2",2022,"
2198-7505"
"24666","CURRENT STEM CELL REPORTS","A2",2022,"2198-7866"
"24667","CHINESE SEMIOTIC STUDIES","A2",2022,"2198-9605"
"24668","CHINESE SEMIOTIC STUDIES","A2",2022,"
2198-9613"
"24669","MAMMAL RESEARCH","A2",2022,"2199-2401"
"24670","MAMMAL RESEARCH","A2",2022,"
2199-241X"
"24671","ITALIAN ECONOMIC JOURNAL","A2",2022,"2199-322X"
"24672","ITALIAN ECONOMIC JOURNAL","A2",2022,"
2199-3238"
"24673","EMISSION CONTROL SCIENCE AND TECHNOLOGY","A2",2022,"2199-3629"
"24674","EMISSION CONTROL SCIENCE AND TECHNOLOGY","A2",2022,"
2199-3637"
"24675","CHEMTEXTS","A2",2022,"2199-3793"
"24676","JOURNAL OF SUSTAINABLE METALLURGY","A2",2022,"2199-3823"
"24677","JOURNAL OF SUSTAINABLE METALLURGY","A2",2022,"
2199-3831"
"24678","SHAPE MEMORY AND SUPERELASTICITY","A2",2022,"2199-384X"
"24679","SHAPE MEMORY AND SUPERELASTICITY","A2",2022,"
2199-3858"
"24680","JOURNAL OF RELIABLE INTELLIGENT ENVIRONMENTS","A2",2022,"2199-4668"
"24681","JOURNAL OF RELIABLE INTELLIGENT ENVIRONMENTS","A2",2022,"
2199-4676"
"24682","TECHNOLOGY AND ECONOMICS OF SMART GRIDS AND SUSTAINABLE ENERGY","A2",2022,"2199-4706"
"24683","URBAN RAIL TRANSIT","A2",2022,"2199-6679"
"24684","URBAN RAIL TRANSIT","A2",2022,"
2199-6687"
"24685","EUROPEAN JOURNAL OF MATHEMATICS","A2",2022,"2199-675X"
"24686","EUROPEAN JOURNAL OF MATHEMATICS","A2",2022,"
2199-6768"
"24687","ARNOLD MATHEMATICAL JOURNAL","A2",2022,"2199-6792"
"24688","ARNOLD MATHEMATICAL JOURNAL","A2",2022,"
2199-6806"
"24689","ULTRASOUND INTERNATIONAL OPEN","A2",2022,"2199-7152"
"24690","ULTRASOUND INTERNATIONAL OPEN","A2",2022,"
2509-596X"
"24691","JOURNAL OF DYNAMIC BEHAVIOR OF MATERIALS","A2",2022,"2199-7446"
"24692","JOURNAL OF DYNAMIC BEHAVIOR OF MATERIALS","A2",2022,"
2199-7454"
"24693","JOURNAL OF OPEN INNOVATION TECHNOLOGY MARKET AND COMPLEXITY","A2",2022,"2199-8531"
"24694","INTERNATIONAL JOURNAL OF GEOSYNTHETICS AND GROUND ENGINEERING","A2",2022,"2199-9260"
"24695","INTERNATIONAL JOURNAL OF GEOSYNTHETICS AND GROUND ENGINEERING","A2",2022,"
2199-9279"
"24696","AUSTRALIAN JOURNAL OF CAREER DEVELOPMENT","A2",2022,"2200-6974"
"24697","AUSTRALASIAN JOURNAL OF PARAMEDICINE","A2",2022,"2202-7270"
"24698","INTERNATIONAL JOURNAL FOR CRIME JUSTICE AND SOCIAL DEMOCRACY","A2",2022,"2202-7998"
"24699","INTERNATIONAL JOURNAL FOR CRIME JUSTICE AND SOCIAL DEMOCRACY","A2",2022,"
2202-8005"
"24700","AUSTRALIAN JOURNAL OF TELECOMMUNICATIONS AND THE DIGITAL
ECONOMY","A2",2022,"2203-1693"
"24701","PUBLIC HEALTH RESEARCH AND PRACTICE","A2",2022,"2204-2091"
"24702","CONSTRUCTION ECONOMICS AND BUILDING","A2",2022,"2204-9029"
"24703","JOURNAL OF OUTDOOR AND ENVIRONMENTAL EDUCATION","A2",2022,"2206-3110"
"24704","JOURNAL OF OUTDOOR AND ENVIRONMENTAL EDUCATION","A2",2022,"
2522-879X"
"24705","AUSTRALIAN JOURNAL OF GENERAL PRACTICE","A2",2022,"2208-794X"
"24706","AUSTRALIAN JOURNAL OF GENERAL PRACTICE","A2",2022,"
2208-7958"
"24707","JOURNAL OF PERIOPERATIVE NURSING","A2",2022,"2209-1084"
"24708","JOURNAL OF PERIOPERATIVE NURSING","A2",2022,"
2209-1092"
"24709","AUSTRALIAN JOURNAL OF HERBAL AND NATUROPATHIC MEDICINE","A2",2022,"2209-119X"
"24710","AUSTRALIAN JOURNAL OF HERBAL AND NATUROPATHIC MEDICINE","A2",2022,"
2209-1203"
"24711","COMMUNICABLE DISEASES INTELLIGENCE","A2",2022,"2209-6051"
"24712","METAPHOR AND THE SOCIAL WORLD","A2",2022,"2210-4070"
"24713","METAPHOR AND THE SOCIAL WORLD","A2",2022,"
2210-4097"
"24714","JOURNAL OF REMANUFACTURING","A2",2022,"2210-464X"
"24715","JOURNAL OF REMANUFACTURING","A2",2022,"
2210-4690"
"24716","LANGUAGE DYNAMICS AND CHANGE","A2",2022,"2210-5824"
"24717","LANGUAGE DYNAMICS AND CHANGE","A2",2022,"
2210-5832"
"24718","ANALYTICAL CELLULAR PATHOLOGY","A2",2022,"2210-7177"
"24719","ANALYTICAL CELLULAR PATHOLOGY","A2",2022,"
2210-7185"
"24720","CANCER GENETICS","A2",2022,"2210-7762"
"24721","CANCER GENETICS","A2",2022,"
2210-7770"
"24722","JOURNAL OF HERBAL MEDICINE","A2",2022,"2210-8033"
"24723","JOURNAL OF HERBAL MEDICINE","A2",2022,"
2210-8041"
"24724","LEXIS","A2",2022,"2210-8823"
"24725","JOURNAL OF RAIL TRANSPORT PLANNING AND MANAGEMENT","A2",2022,"2210-9706"
"24726","MULTIPLE SCLEROSIS AND RELATED DISORDERS","A2",2022,"2211-0348"
"24727","MULTIPLE SCLEROSIS AND RELATED DISORDERS","A2",2022,"
2211-0356"
"24728","PERFORMANCE ENHANCEMENT AND HEALTH","A2",2022,"2211-2669"
"24729","JOURNAL OF OBSESSIVE COMPULSIVE AND RELATED DISORDERS","A2",2022,"2211-3649"
"24730","JOURNAL OF OBSESSIVE COMPULSIVE AND RELATED DISORDERS","A2",2022,"
2211-3657"
"24731","AFRICAN JOURNAL OF EMERGENCY MEDICINE","A2",2022,"2211-419X"
"24732","AFRICAN JOURNAL OF EMERGENCY MEDICINE","A2",2022,"
2211-4203"
"24733","INTERNATIONAL JOURNAL OF SPINE SURGERY","A2",2022,"2211-4599"
"24734","FEBS OPEN BIO","A2",2022,"2211-5463"
"24735","OPERATIONS RESEARCH FOR HEALTH CARE","A2",2022,"2211-6923"
"24736","DUTCH JOURNAL OF APPLIED LINGUISTICS","A2",2022,"2211-7245"
"24737","DUTCH JOURNAL OF APPLIED LINGUISTICS","A2",2022,"
2211-7253"
"24738","PHARMACEUTICAL NANOTECHNOLOGY","A2",2022,"2211-7385"
"24739","PHARMACEUTICAL NANOTECHNOLOGY","A2",2022,"
2211-7393"
"24740","INTERVENTIONAL CARDIOLOGY CLINICS","A2",2022,"2211-7458"
"24741","INTERVENTIONAL CARDIOLOGY CLINICS","A2",2022,"
2211-7466"
"24742","BIOMEDICINE","A2",2022,"2211-8020"
"24743","BIOMEDICINE","A2",2022,"
2211-8039"
"24744","VALUE IN HEALTH REGIONAL ISSUES","A2",2022,"2212-1099"
"24745","VALUE IN HEALTH REGIONAL ISSUES","A2",2022,"
2212-1102"
"24746","SPINE DEFORMITY","A2",2022,"2212-134X"
"24747","SPINE DEFORMITY","A2",2022,"
2212-1358"
"24748","JOURNAL OF BONE ONCOLOGY","A2",2022,"2212-1366"
"24749","JOURNAL OF BONE ONCOLOGY","A2",2022,"
2212-1374"
"24750","JOURNAL OF ORAL BIOLOGY AND CRANIOFACIAL RESEARCH","A2",2022,"2212-4268"
"24751","JOURNAL OF ORAL BIOLOGY AND CRANIOFACIAL RESEARCH","A2",2022,"
2212-4276"
"24752","ORAL SURGERY ORAL MEDICINE ORAL PATHOLOGY AND ORAL RADIOLOGY","A2",2022,"2212-4411"
"24753","RESPIRATORY INVESTIGATION","A2",2022,"2212-5345"
"24754","RESPIRATORY INVESTIGATION","A2",2022,"
2212-5353"
"24755","INDO EUROPEAN LINGUISTICS","A2",2022,"2212-5884"
"24756","INDO EUROPEAN LINGUISTICS","A2",2022,"
2212-5892"
"24757","BIOACTIVE CARBOHYDRATES AND DIETARY FIBRE","A2",2022,"2212-6198"
"24758","ARTHROSCOPY TECHNIQUES","A2",2022,"2212-6287"
"24759","JOURNAL OF MARINE AND ISLAND CULTURES","A2",2022,"2212-6821"
"24760","JOURNAL OF CHINESE MILITARY HISTORY","A2",2022,"2212-7445"
"24761","JOURNAL OF CHINESE MILITARY HISTORY","A2",2022,"
2212-7453"
"24762","JOURNAL OF THE ECONOMICS OF AGEING","A2",2022,"2212-828X"
"24763","JOURNAL OF THE ECONOMICS OF AGEING","A2",2022,"
2212-8298"
"24764","JOURNAL OF IMMERSION AND CONTENT BASED LANGUAGE EDUCATION","A2",2022,"2212-8433"
"24765","JOURNAL OF IMMERSION AND CONTENT BASED LANGUAGE EDUCATION","A2",2022,"
2212-8441"
"24766","JOURNAL OF OUTDOOR RECREATION AND TOURISM RESEARCH PLANNING
AND MANAGEMENT","A2",2022,"2213-0780"
"24767","JOURNAL OF OUTDOOR RECREATION AND TOURISM RESEARCH PLANNING
AND MANAGEMENT","A2",2022,"
2213-0799"
"24768","ASTRONOMY AND COMPUTING","A2",2022,"2213-1337"
"24769","ASTRONOMY AND COMPUTING","A2",2022,"
2213-1345"
"24770","JOURNAL OF THE AMERICAN SOCIETY OF CYTOPATHOLOGY","A2",2022,"2213-2945"
"24771","JOURNAL OF THE AMERICAN SOCIETY OF CYTOPATHOLOGY","A2",2022,"
2213-2953"
"24772","JOURNAL OF CO OPERATIVE ORGANIZATION AND MANAGEMENT","A2",2022,"2213-297X"
"24773","JOURNAL OF VASCULAR SURGERY VENOUS AND LYMPHATIC DISORDERS","A2",2022,"2213-333X"
"24774","JOURNAL OF VASCULAR SURGERY VENOUS AND LYMPHATIC DISORDERS","A2",2022,"
2213-3348"
"24775","PHARMANUTRITION","A2",2022,"2213-4344"
"24776","TIMING AND TIME PERCEPTION","A2",2022,"2213-445X"
"24777","TIMING AND TIME PERCEPTION","A2",2022,"
2213-4468"
"24778","MULTISENSORY RESEARCH","A2",2022,"2213-4794"
"24779","MULTISENSORY RESEARCH","A2",2022,"
2213-4808"
"24780","JOURNAL OF CANCER POLICY","A2",2022,"2213-5383"
"24781","RURAL CHINA","A2",2022,"2213-6738"
"24782","RURAL CHINA","A2",2022,"
2213-6746"
"24783","JOURNAL OF GLOBAL ANTIMICROBIAL RESISTANCE","A2",2022,"2213-7165"
"24784","JOURNAL OF GLOBAL ANTIMICROBIAL RESISTANCE","A2",2022,"
2213-7173"
"24785","VISUALIZATION IN ENGINEERING","A2",2022,"2213-7459"
"24786","INTERNATIONAL JOURNAL OF AFRICA NURSING SCIENCES","A2",2022,"2214-1391"
"24787","JOURNAL OF INFORMATION SECURITY AND APPLICATIONS","A2",2022,"2214-2126"
"24788","JOURNAL OF INFORMATION SECURITY AND APPLICATIONS","A2",2022,"
2214-2134"
"24789","INTERNATIONAL JOURNAL OF LANGUAGE AND CULTURE","A2",2022,"2214-3157"
"24790","INTERNATIONAL JOURNAL OF LANGUAGE AND CULTURE","A2",2022,"
2214-3165"
"24791","ASIAN JOURNAL OF UROLOGY","A2",2022,"2214-3882"
"24792","ASIAN JOURNAL OF UROLOGY","A2",2022,"
2214-3890"
"24793","JOURNAL OF BEHAVIORAL AND EXPERIMENTAL FINANCE","A2",2022,"2214-6350"
"24794","JOURNAL OF BEHAVIORAL AND EXPERIMENTAL FINANCE","A2",2022,"
2214-6369"
"24795","CURRENT PLANT BIOLOGY","A2",2022,"2214-6628"
"24796","ASIA PACIFIC JOURNAL OF SPORTS MEDICINE ARTHROSCOPY REHABILITATION
AND TECHNOLOGY","A2",2022,"2214-6873"
"24797","JOURNAL OF APPLIED RESEARCH ON MEDICINAL AND AROMATIC PLANTS","A2",2022,"2214-7861"
"24798","ANNALS OF GLOBAL HEALTH","A2",2022,"2214-9996"
"24799","SCHIZOPHRENIA RESEARCH COGNITION","A2",2022,"2215-0013"
"24800","METHODSX","A2",2022,"2215-0161"
"24801","INTERNATIONAL JOURNAL OF INDUSTRIAL ENGINEERING AND MANAGEMENT","A2",2022,"2217-2661"
"24802","METABOLITES","A2",2022,"2218-1989"
"24803","UNIVERSE","A2",2022,"2218-1997"
"24804","ATOMS","A2",2022,"2218-2004"
"24805","BIOMOLECULES","A2",2022,"2218-273X"
"24806","WORLD JOURNAL OF ORTHOPAEDICS","A2",2022,"2218-5836"
"24807","OPEN VETERINARY JOURNAL","A2",2022,"2218-6050"
"24808","OPEN VETERINARY JOURNAL","A2",2022,"
2226-4485"
"24809","ROBOTICS","A2",2022,"2218-6581"
"24810","AZERBAIJAN JOURNAL OF MATHEMATICS","A2",2022,"2218-6816"
"24811","AZERBAIJAN JOURNAL OF MATHEMATICS","A2",2022,"
2221-9501"
"24812","SOCAR PROCEEDINGS","A2",2022,"2218-6867"
"24813","SOCAR PROCEEDINGS","A2",2022,"
2218-8622"
"24814","MONITORING OBSHCHESTVENNOGO MNENIYA EKONOMICHESKIE I SOTSIAL
NYE PEREMENY","A2",2022,"2219-5467"
"24815","JOURNAL OF WATER REUSE AND DESALINATION","A2",2022,"2220-1319"
"24816","WORLD JOURNAL OF PSYCHIATRY","A2",2022,"2220-3206"
"24817","BULLETIN OF UGRIC STUDIES","A2",2022,"2220-4156"
"24818","BULLETIN OF UGRIC STUDIES","A2",2022,"
2587-9766"
"24819","ASIAN PACIFIC JOURNAL OF TROPICAL BIOMEDICINE","A2",2022,"2221-1691"
"24820","ASIAN PACIFIC JOURNAL OF TROPICAL BIOMEDICINE","A2",2022,"
2588-9222"
