grupo,categoria,tipo_producto,titulo_capitulo,pais,ano,titulo_libro,ISBN,vol,pags,editorial,autores
NEUROCIENCIAS BASICAS Y APLICADAS,Capítulos de libro publicados,Capítulo de libro,Capítulo 2: Desarrollo y estandarización del test de memoria y aprendizaje en una muestra de niños del municipio de Medellín.,Colombia,2017,Hacia un concepto multifactorial del aprendizaje y la memoria. ,978-958-8943-33-6, ,32 - 54,Fondo Editorial Universidad Católica Luis Amigó,"DANIEL CAMILO AGUIRRE ACEVEDO, PAULA ANDREA MONTOYA ZULUAGA"
NEUROCIENCIAS BASICAS Y APLICADAS,Capítulos de libro publicados,Capítulo de libro,Capítulo 3: Funcionamiento de la atención y la memoria operativa en niños que interpretan instrumentos de textura polifónica o monofónica.,Colombia,2017,Hacia un concepto multifactorial del aprendizaje y la memoria. ,978-958-8943-33-6, ,48 - 75,Fondo Editorial Universidad Católica Luis Amigó,PAULA ANDREA MONTOYA ZULUAGA
NEUROCIENCIAS BASICAS Y APLICADAS,Capítulos de libro publicados,Capítulo de libro,"Funciones ejecutivas, memoria y aprendizaje",Colombia,2017,"""Hacia un concepto multifactorial del aprendizaje y la memoria. Aproximaciones neuropsicopedagógicas (Vol. 1)",978-958-8943-31-2-, ,80 - 88,FONDO EDITORIAL UNIVERSIDAD CATÓLICA LUIS AMIGO,JUAN DIEGO BETANCUR ARIAS
NEUROCIENCIAS BASICAS Y APLICADAS,Capítulos de libro publicados,Capítulo de libro,"Capítulo 1: Estandarización del test de memoria y aprendizaje (TOMAL) en población infantil: el qué, el para qué y el por qué.",Colombia,2017,Hacia un concepto multifactorial del aprendizaje y la memoria. ,978-958-8943-33-6, ,20 - 31,Fondo Editorial Universidad Católica Luis Amigó,PAULA ANDREA MONTOYA ZULUAGA
NEUROCIENCIAS BASICAS Y APLICADAS,Capítulos de libro publicados,Otro capítulo de libro publicado,Modelo de simulación para la predicción de la población en centros de atención especializados para menores infractores,Colombia,2015,Memorias del Encuentro Nacional de Investigación- Funlam 2015,2463-0004, ,191 - 202,Editorial Luis Amigó,"VICTOR DANIEL GIL VERA, ANGELICA PATRICIA VELASCO LOPEZ"
NEUROCIENCIAS BASICAS Y APLICADAS,Capítulos de libro publicados,Capítulo de libro,"""Intervención neurocognitiva de comportamientos disruptivos como profilaxis de comportamientos violentos y delincuenciales en población vulnerable de la ciudad de Medellín""",Colombia,2015,XVIII Encuentro Nacional de Investigación Funlam: La investigación una oportunidad social.,2463-0004-, ,106 - 114,Fondo Editorial Funlam,CLAUDIA MARCELA ARANA MEDINA
NEUROCIENCIAS BASICAS Y APLICADAS,Capítulos de libro publicados,Capítulo de libro,RESPONSABILIDAD SOCIAL UNIVERSITARIA: FORMACIÓN SOCIALMENTE RESPONSABLE,Colombia,2015,EXPERIENCIAS IBEROAMERICANAS EN RESPONSABILIDAD SOCIAL UNIVERSITARIA,9789788399973, ,35 - 47,FONDO EDITORIAL FUNLAM,OLBER EDUARDO ARANGO TOBON
NEUROCIENCIAS BASICAS Y APLICADAS,Capítulos de libro publicados,Capítulo de libro,Retos en la atención de la conducta disruptiva infantil y adolescente en el contexto escolar,Colombia,2015,Retos Y Realidades De La Psicología Educativa,9789588406527, ,239 - 256,Editorial Lasallista,CLAUDIA MARCELA ARANA MEDINA
NEUROCIENCIAS BASICAS Y APLICADAS,Capítulos de libro publicados,Capítulo de libro,Las PRÁCTICAS ADECUADAS DE CRIANZA EN EL TRATAMIENTO DEL TRASTORNO NEGATIVISTA DESAFIANTE: UNA REFLEXIÓN A LA LUZ DE LA TEORÍA,Colombia,2014,Un Compromiso Con La Sociedad.,9789588399768, ,159 - 167,Fondo Editorial Funlam,CLAUDIA MARCELA ARANA MEDINA
NEUROCIENCIAS BASICAS Y APLICADAS,Capítulos de libro publicados,Capítulo de libro,"Alteración y rehabilitación neurocognitiva de las funciones ejecutivas y de la cognición social, en niños que presentan conductas disruptivas : una revisión investigativa",Colombia,2014,Un Compromiso Con La Sociedad.,9789588399768, ,136 - 148,Fondo Editorial Funlam,CLAUDIA MARCELA ARANA MEDINA
NEUROCIENCIAS BASICAS Y APLICADAS,Capítulos de libro publicados,Capítulo de libro,Rehabilitación de la Cognición Social en personas con trastorno antisocial de la personalidad,Colombia,2013,Robert Ashley,978-958-8399-62-1, ,120 - 125,Fondo Editorial Funlam,CLAUDIA MARCELA ARANA MEDINA
NEUROCIENCIAS BASICAS Y APLICADAS,Capítulos de libro publicados,Capítulo de libro,Cognición social en personas con trastorno antisocial de la personalidad,Colombia,2013,Robert Ashley,978-958-8399-62-1, ,126 - 131,Fondo Editorial Funlam,CLAUDIA MARCELA ARANA MEDINA
NEUROCIENCIAS BASICAS Y APLICADAS,Capítulos de libro publicados,Otro capítulo de libro publicado,Cognición Social en el Trastorno Disocial de la Conducta,Colombia,2013,Robert Ashley,978-958-8399-62-1, ,48 - 52,Fondo Editorial Funlam,OLBER EDUARDO ARANGO TOBON
NEUROCIENCIAS BASICAS Y APLICADAS,Capítulos de libro publicados,Capítulo de libro,"Funciones Ejecutivas y Cognición Social en sujetos con diagnóstico de personalidad antisocial, una revisión teórica e investigativa",Colombia,2012,Análisis Comparativo De La Competencia Genérica Razonamiento Cuantitativo De La Prueba Saberpro Y Su Relación Con Los Cursos Ofrecidos Por El Departamento De Ciencias Básicas En Los Programas De Pregrado De La Funlam Y La U De M,978-958-8399-57-7, ,139 - 149,Fondo Editorial Funlam,CLAUDIA MARCELA ARANA MEDINA
GESNE,Capítulos de libro publicados,Capítulo de libro,"Circuito Económico Solidario (CES), Red Gran Sol en el municipio de Granada en Antioquia",Colombia,2021,ESTUDIOS DDE CASOS DE GESTION,978-958-59653-7-9, ,168 - 177,CIRIEC COLOMBIA,"OSWALDO ANTONIO SALGADO CANAVERAL, MARTHA DEL SOCORRO ALZATE CARDENAS, HERNANDO EMILIO ZABALA SALAZAR, JUAN FERNANDO ALVAREZ RODRIGUEZ"
GESNE,Capítulos de libro publicados,Capítulo de libro,Desafíos y oportunidades para la gestión del Talento Humano en Mipymes. Un estudio local. Capítulo,Italia,2020,Tendencias interdisciplinares en administración: Propuesta alternativas de investigacion,978-958-53186-3-2, ,12 - 62,Escuela Pomponazzi,"NICOLASA MARIA DURAN PALACIO, LAURA ELENA ZAPATA JIMENEZ"
GESNE,Capítulos de libro publicados,Capítulo de libro,Tendencias motivadoras en la gestión del talento humano: Universidad Católica Luis Amigó,Italia,2020,"""EDUCACIÓN Y LITERACIDAD. PENSAMIENTO CRITICO ENTRE RETOS E INVESTIGACIONES"" ",978-88-943653-4-4, ,1 - 10,CIELIT University Press,                
GESNE,Capítulos de libro publicados,Capítulo de libro,Modelo de exportación para pymes del sector textil y confecciones en Antioquia. Estudio de caso de sociedad por acciones simplificadas,Colombia,2020,Casos de internacionalización: Lecciones aprendidas y compartidas,978-958-5518-46-9, ,97 - 113,Fondo Editorial Universidad Católica de Oriente,"MARIA ISABEL GUERRERO MOLINA, LUIS FERNANDO QUIROS ARANGO, ALVARO CRUZ MENDEZ"
GESNE,Capítulos de libro publicados,Capítulo de libro,PROPUESTA DE UN SISTEMA DE INTELIGENCIA Y VIGILANCIA EMPRESARIAL COMO MECANISMO DE SUPERVIVENCIA EN LAS UNIVERSIDADES DEL SIGLO 21,Colombia,2020,REVOLUCIÓN EN LA FORMACIÓN Y LA CAPACITACIÓN PARA EL SIGLO XXI ,978-958-52333-2-4, ,181 - 189,Instituto Antioqueño de Investigación,"VICTORIA BLAQUISED RIVERA, LAURA ELENA ZAPATA JIMENEZ, SANDRA MILENA MALAVERA PINEDA"
GESNE,Capítulos de libro publicados,Capítulo de libro,"Desarrollo rural, acuerdos de paz en Colombia y potenciales de la economía solidaria.",Colombia,2020,RESPONSABILIDAD SOCIAL Y BUEN GOBIERNO,978-958-59653-4-8, ,13 - 20,CIRIEC COLOMBIA ,"MARTHA DEL SOCORRO ALZATE CARDENAS, HERNANDO EMILIO ZABALA SALAZAR, OLGA LUCIA ARBOLEDA ALVAREZ"
GESNE,Capítulos de libro publicados,Capítulo de libro,"Mercado de Productos Alimenticios FIT en la Ciudad de Pereira, Colombia",Colombia,2020,Nuevos Modelos de Negocio,978-958-8859-55-2, ,27 - 43,Corporación Universidad Libre - Pereira,PEDRO LUIS DUQUE HURTADO
GESNE,Capítulos de libro publicados,Capítulo de libro,Marketing digital y comercio electrónico: un análisis bibliométrico,Colombia,2020,Nuevos Modelos de Negocio,978-958-8859-55-2, ,80 - 102,Corporación Universidad Libre - Pereira,PEDRO LUIS DUQUE HURTADO
GESNE,Capítulos de libro publicados,Capítulo de libro,"La educación superior en Colombia y su relación con lo social, económico, laboral, ciencia, tecnología e investigación",Colombia,2019,REVOLUCIÓN EN LA FORMACIÓN Y LA CAPACITACIÓN PARA EL SIGLO XXI ,978-958-52333-2-4, ,126 - 135,Instituto Antioqueño de Investigación,VICTORIA BLAQUISED RIVERA
GESNE,Capítulos de libro publicados,Otro capítulo de libro publicado,Modelo de Exportación para pymes en Antioquia. Estudio de caso de Sociedad por Acciones Simplificada (S.A.S),Colombia,2019,Seccional Antioquia - Chocó,2665-2803, ,214 - 231,Corporación Universitaria Minuto de Dios,"MARIA ISABEL GUERRERO MOLINA, LUIS FERNANDO QUIROS ARANGO, ALVARO CRUZ MENDEZ"
GESNE,Capítulos de libro publicados,Capítulo de libro,Asociatividad y cadena de valor fortalecimiento sector turístico: municipios de Bahía Solano y Nuquí,Colombia,2019,XXII Encuentro Nacional de Investigación (Universidad Católica Luis Amigó),2463-0004, ,25 - 29,Fondo Editorial Universidad Católica Luis Amigó,VICTORIA BLAQUISED RIVERA
GESNE,Capítulos de libro publicados,Otro capítulo de libro publicado,Asociatividad y cadena de valor fortalecimiento sector turístico: municipios Bahía Solano y Nuquí,Colombia,2019,XXII Encuentro Nacional de Investigación (Universidad Católica Luis Amigó),2463-0004, ,25 - 28,Fondo Editorial Universidad Católica Luis Amigó,VICTORIA BLAQUISED RIVERA
GESNE,Capítulos de libro publicados,Capítulo de libro,Elementos teóricos conceptuales asociados a la innovacion en la gerencia agro- biotecnológica en Colombia,Venezuela,2019,perspectiva Multidisciplinar Volumen 12,978-980-7494-81-6, ,245 - 260,unesur,ELIAS ALEXANDER VALLEJO MONTOYA
GESNE,Capítulos de libro publicados,Otro capítulo de libro publicado,Propósitos y sentidos de la educación cooperativa,Colombia,2018,Apuntes para el fomento de la asociatividad solidaria y el logro de los objetivos de desarrollo sostenible,978-958-56658-2-8, ,125 - 157,CIRIEC Colombia,"HERNANDO EMILIO ZABALA SALAZAR, ALBERTO JOSE GARCIA MULLER, ANALIDA DIAZ OROZCO, ANA MILENA SILVA VALENCIA, JAVIER SILVA DIAZ"
GESNE,Capítulos de libro publicados,Otro capítulo de libro publicado,Effects of the Economic Openness as Trade Policy In the Colombian Dairy Industry,Italia,2018,Innovation Management and Education Excellence through Vision 2020,978-0-9998551-0-2, ,2684 - 2693,IBIMA Publishing LLC,"JOSE JAIME BAENA ROJAS, JOSE ALEJANDRO CANO ARENAS"
GESNE,Capítulos de libro publicados,Otro capítulo de libro publicado,The institutional organization of health in Colombia and its disconnection with the common good and mutuality,Bélgica,2018,Providing public goods and commons. Towards coproduction and new forms of governance for a revival of public action,9782960012958, ,231 - 250,CIRIEC International,"HERNANDO EMILIO ZABALA SALAZAR, JUAN FERNANDO ALVAREZ RODRIGUEZ, MIGUEL ALFONSO GORDO GRANADOS"
GESNE,Capítulos de libro publicados,Otro capítulo de libro publicado,Propuesta de instrumento para el reporte del cumplimiento del plan para una década cooperativa en el caso colombiano,Brasil,2018,"sustentabilidade e inovacao: problemas sociais""",9788557220744, ,1 - 23,UFAM,"HERNANDO EMILIO ZABALA SALAZAR, JUAN FERNANDO ALVAREZ RODRIGUEZ"
GESNE,Capítulos de libro publicados,Capítulo de libro,Effects of the economic openness as trade policy in the Colombian dairy industry,Italia,2018,Proceedings of the 31st International Business Information Management Association Conference,978-0-9998551-0-2, ,1 - 11,IBIMA Publishing LLC,"JOSE JAIME BAENA ROJAS, JOSE ALEJANDRO CANO ARENAS"
GESNE,Capítulos de libro publicados,Otro capítulo de libro publicado,Dinamica de desarrollo de las cooperativas de caficultores de Antioquia,Colombia,2016,SIMPOSIO DE INVESTIGACIÓN USTAMED:LIBRO DE RESUMENES,2463-0489, ,258 - 266,Departamento Publicaciones Universidad Santo Tomas,"HERNANDO ZABALA SALAZAR, OLGA LUCIA ARBOLEDA ALVAREZ, EDUARDO NICOLAS CUETO FUENTES"
GESNE,Capítulos de libro publicados,Capítulo de libro,"Exclusión social y desigualdad: concepciones, percepciones y vivencias desde la marginalidad",Costa Rica,2016,Acta academica: XXX Congreso de la asociacion latinoamericana de sociologia,978-9968-9502-4-4, ,31 - 35,Asociación latinoamericana de sociologia,"OLGA LUCIA ARBOLEDA ALVAREZ, JENNY ACEVEDO VALENCIA, SANTIAGO ALBERTO MORALES MESA"
GESNE,Capítulos de libro publicados,Capítulo de libro,Condiciones laborales y de protección social de pequeños y medianos agricultores del sector solidario en el suroeste de Antioquia,México,2016,Investigaciones y experiencias en economía solidaria: México-Colombia,978-84-16399-75-8, ,198 - 212,Universidad Autónoma de Chapingo,"EMMANUEL SALVADOR NIETO LOPEZ, LUZ DOLLY LOPERA GARCIA, FRANCISCO JAVIER AGUIRRE ECHAVARRIA"
GESNE,Capítulos de libro publicados,Capítulo de libro,Colombia: evolución y desventuras del cooperativismo de trabajo asociado,España,2015,Problemática Jurídica Y Social,9788494126093, ,291 - 304,CIRIEC España,HERNANDO EMILIO ZABALA SALAZAR
GESNE,Capítulos de libro publicados,Capítulo de libro,El cooperativismo de trabajo asociado de Colombia en el periodo crítico (2011-2014),Argentina,2015,Las Cooperativas De Trabajo En América Latina,9789873852046, ,509 - 565,Ediciones DelRevés,HERNANDO EMILIO ZABALA SALAZAR
GESNE,Capítulos de libro publicados,Otro capítulo de libro publicado,CONSTRUCCIÓN DE TEJIDO SOCIAL Y SOLIDARIO EN LA RED DE ECONOMÍA SOLIDARIA DE ANTIOQUIA REDESOL ANTIOQUIA. 2004-2011,Colombia,2014,Ciudadanía Desarrollo Territorial Y Paz,9789582011734, ,1 - 12,Cooperativa Editorial Magisterio Coleccion Mesa Redonda,OSWALDO ANTONIO SALGADO CANAVERAL
GESNE,Capítulos de libro publicados,Capítulo de libro,Proceso de adopción y convergencia en Colombia,Colombia,2014,Su Aplicación En Las Organizaciones Solidarias De Colombia,9789582011574, ,157 - 194,COOPERATIVA EDITORIAL MAGISTERIO ,HERNANDO EMILIO ZABALA SALAZAR
GESNE,Capítulos de libro publicados,Capítulo de libro,Avances de la intercooperación en la región de Antioquia,Colombia,2014,Ciudadanía Desarrollo Territorial Y Paz,9789582011734, ,177 - 208,Cooperativa Editorial Magisterio Coleccion Mesa Redonda,HERNANDO EMILIO ZABALA SALAZAR
GESNE,Capítulos de libro publicados,Capítulo de libro,Tendencias de la Integración Económica Latinoamericana,Colombia,2014,Un Compromiso Con La Sociedad.,9789588399768, ,112 - 120,Fondo Editorial Funlam,CAMILO ALBERTO HIGUITA CARDENAS
GESNE,Capítulos de libro publicados,Otro capítulo de libro publicado,Tendencias de la Integración Económica Latinoamericana,Colombia,2014,Un Compromiso Con La Sociedad.,9789588399768, ,112 - 120,Fondo Editorial Funlam,CAMILO ALBERTO HIGUITA CARDENAS
GESNE,Capítulos de libro publicados,Capítulo de libro,Las afectaciones de las normas internacionales contables en el sector cooperativo,Colombia,2014,Su Aplicación En Las Organizaciones Solidarias De Colombia,9789582011574, ,130 - 155,COOPERATIVA EDITORIAL MAGISTERIO ,HERNANDO EMILIO ZABALA SALAZAR
GESNE,Capítulos de libro publicados,Otro capítulo de libro publicado,Estrategias de sobrevivencia de los jóvenes en condición de pobreza,Colombia,2014,Un Compromiso Con La Sociedad.,9789588399768, ,202 - 213,Fondo Editorial Funlam,"OLGA LUCIA ARBOLEDA ALVAREZ, SANTIAGO ALBERTO MORALES MESA"
GESNE,Capítulos de libro publicados,Otro capítulo de libro publicado,Naturaleza socieconómica de las cooperativas. Su relación con las fuentes de tributación,Argentina,2014,Congreso Continental de Derecho Cooperativo,978-897-1598-22-5, ,253 - 263,Intercoop,HERNANDO EMILIO ZABALA SALAZAR
GESNE,Capítulos de libro publicados,Capítulo de libro,Definiendo el problema: los obstáculos a la internacionalización cooperativa,Colombia,2012,Cooperativismo e Internacionalización Tomo II,978-958-99085-6-3, ,57 - 90,Legis Editores (Bogotá),HERNANDO EMILIO ZABALA SALAZAR
GESNE,Capítulos de libro publicados,Capítulo de libro,Políticas públicas para la internacionalización del cooperativismo,Colombia,2012,Cooperativismo e Internacionalización Tomo II,978-958-99085-6-3, ,204 - 248,Legis Editores (Bogotá),HERNANDO EMILIO ZABALA SALAZAR
GESNE,Capítulos de libro publicados,Otro capítulo de libro publicado,Tendencias de la legislación sobre la economía solidaria y sus efectos en el mutualismo colombiano,Colombia,2012,Reformas Legislativas En El Derecho Social Y Solidario Iberoamericano,978-84-615-2347-4, ,139 - 156,,HERNANDO EMILIO ZABALA SALAZAR
GESNE,Capítulos de libro publicados,Otro capítulo de libro publicado,DESARROLLO Y PLANIFICACIÓN DEL DESARROLLO COLOMBIANO EN LA CONSTITUCIÓN POLÍTICA DE 1991,Colombia,2011,Elementos De Planificación Contable,978-958-8366-35-7, ,73 - 89,,FRANCISCO JAVIER AGUIRRE ECHAVARRIA
GESNE,Capítulos de libro publicados,Otro capítulo de libro publicado,Análisis de la regulación para empresas solidarias en Colombia,Colombia,2011,Innovación Y Economía Social Solidaria,978-958-44-8166-5, ,7 - 216,,HERNANDO EMILIO ZABALA SALAZAR
GESNE,Capítulos de libro publicados,Capítulo de libro,Aportes a la conceptualización de capital social a partir del analisis de experiencias de organizaciones sociales y comunitarias de la ciudad de Medellín,Colombia,2009,Proceso de consolidación de Capital Social en la ciudad de Medellín en el marco de los enfoques de desarrollo humano y responsabilidad social,978-958-8399-12-6, ,49 - 104,Municipio De Medellin,OLGA LUCIA ARBOLEDA ALVAREZ
GESNE,Capítulos de libro publicados,Otro capítulo de libro publicado,Multiactividad e integración de las cooperativas,Colombia,2009,Cooperación Y Desarrollo. Elementos Desde La Multiactividad Cooperativa,978-958-98246-3-4, ,1 - 189,,"ANTONIO CRUZ, HERNANDO EMILIO ZABALA SALAZAR, JAVIER SILVA DIAZ, ROXANA SANCHEZ BOZA"
GESNE,Capítulos de libro publicados,Capítulo de libro,Aproximación a un concepto critico de capital social,Colombia,2009,Proceso de consolidación de Capital Social en la ciudad de Medellín en el marco de los enfoques de desarrollo humano y responsabilidad social,978-958-8399-12-6, ,21 - 47,Municipio De Medellin,OLGA LUCIA ARBOLEDA ALVAREZ
GESNE,Capítulos de libro publicados,Otro capítulo de libro publicado,El ethos de la solidaridad,Colombia,2009,Cuadernos Ases Para La Reflexión,978-958-98636-0-2, ,69 - 87,,"LUZ DOLLY LOPERA GARCIA, EMMANUEL SALVADOR NIETO LOPEZ"
GESNE,Capítulos de libro publicados,Capítulo de libro,Proceso de consolidación de capital social de capital social en la ciudad de Medellín en el marco de los enfoques de desarrollo humano y responsabilidad social,Colombia,2008,Agenda de estudios de ciudad con enfasis en Medellin,9789588493046, ,5 - 206,Alcaldia de Medellin,"ALFREDO  GHISO COTOS, ELKIN  QUIROS LIZARAZO, OLGA LUCIA ARBOLEDA ALVAREZ"
